sentence,profanity
"I am reaching out to discuss your account with XYZ Bank. To proceed, can you please verify your date of birth?",0
"Sure, it's January 15, 1985.",0
"Thank you, Mr. Smith. Can you also confirm your current address for me?",0
"Yes, it's 123 Elm Street, Springfield.",0
Thanks for confirming that information. You currently have an outstanding balance of $450. How do you wish to proceed with the payment?,0
I can pay half today and the rest next month.,0
"That sounds reasonable. So, would you like to make a payment of $225 today?",0
"Yes, I can do that.",0
"Great! I will process that for you. May I have your payment method, please?",0
I will use my credit card.,0
"Perfect, please provide the card details when you're ready.",0
"Okay, it's 4111 1111 1111 1111, expires 10/25.",0
"Thank you for that information, Mr. Smith. I will process this and send you a confirmation shortly.",0
"Hello, this is Mark calling from XYZ Collections. How are you today?",0
"I'm doing well, thank you. What is this regarding?",0
"I'm calling about your outstanding balance with ABC Credit. Before we discuss any details, can you please verify your date of birth?",0
"Sure, it's January 15, 1990.",0
Thank you for that. Can you also confirm your current address?,0
"Yes, it's 123 Maple Street, Springfield.",0
Thank you for verifying your information. You have an outstanding balance of $350. How would you like to proceed with this?,0
I can make a payment of $100 today.,0
Great! Would you like to pay that via credit card or bank transfer?,0
I will use my credit card.,0
Perfect! I'll need your card details to process the payment. What's the card number?,0
It's 4111-1111-1111-1111.,0
"Thank you, and can I have the expiration date and CVV as well?",0
"Sure, it's 12/25 and the CVV is 123.",0
Thank you for your cooperation. Your payment of $100 is being processed now.,0
"Hello, is this Mark Johnson? This is Sarah calling from XYZ Collections. How are you today?",0
"Hi Sarah, yes this is Mark. I'm doing okay, thanks.",0
"I'm glad to hear that, Mark. I'm reaching out regarding your overdue balance with ABC Credit Union. Can I get your account number to look it up?",0
"Sure, it's 123456789.",0
"Thank you for that. Now, your current balance is $500. Would you like to discuss payment options?",0
I was thinking of paying half today and the rest next month.,0
"That sounds reasonable. I can help facilitate that. Just to clarify, can I confirm your mailing address?",0
"It's 456 Elm Street, Springfield.",0
"Thank you, Mark! So, your first payment today would be $250, correct?",0
"Yes, that's right.",0
Great! Let's go ahead and process that. How would you like to make the payment?,0
I can do it over the phone with my credit card.,0
Perfect. I just need the card number to get started.,0
It's 5555 4444 3333 2222.,0
"Thank you for providing that. Now, your payment will be processed shortly. Is there anything else I can assist you with today?",0
"Hello, is this Mr. Johnson?",0
"Yes, this is he. Who's calling?",0
This is Sarah from XYZ Collections. I'm reaching out regarding your account. Can you please confirm your date of birth for verification?,0
"Sure, it's July 15, 1985.",0
"Thank you, Mr. Johnson. Can you also confirm your current address?",0
"I live at 123 Maple Street, Springfield.",0
Thank you for that information. I can confirm that you have an outstanding balance of $500. What would you like to do about this?,0
I didn't realize it was that much. Can I set up a payment plan?,0
"Absolutely, we can set up a payment plan for you. How much would you like to pay each month?",0
I can do $100 a month.,0
Great! I will set up the plan for $100 per month. Your first payment will be due on the 15th of next month.,0
"Sounds good, thank you for your help.",0
"You're welcome! Thank you for your time, Mr. Johnson. Have a great day!",0
"You too, goodbye.",0
"Hello, this is Mark from XYZ Collections. How are you today?",0
"I'm doing alright, thanks. What's this about?",0
I'm calling about your outstanding balance with Universal Credit. Can I have your account number to pull up your information?,0
I don't have that right now. Can you tell me what balance you're referring to?,0
Your current balance is three hundred fifty dollars. How would you like to proceed with this payment?,0
I can't pay that today. Can we set up a payment plan?,0
Sure! We can set up a payment plan. How much can you pay today?,0
I can manage fifty dollars today.,0
Perfect! I'll apply that towards your balance. Can I verify your last four digits of your Social Security number?,0
"Sure, it's 1234.",0
Thank you! We've noted your payment. You will still have a remaining balance of three hundred dollars.,0
"Okay, but how do I keep track of my payment plan?",0
We will send you a confirmation email with all the details and a link to check your account status online.,0
"Great, I appreciate your help!",0
You're welcome! Thank you for your cooperation. Have a nice day!,0
"Hello, this is Mark calling from XYZ Collections. How are you today?",0
"I'm doing well, thank you. What's this about?",0
"I'm reaching out regarding an account linked to you. Before we proceed, could you please confirm your date of birth?",0
"Sure, it's July 15, 1990.",0
Thank you for that. Could you also provide your current address for verification?,0
"I live at 123 Maple Street, Springfield.",0
"Great, I have verified your information. You have an outstanding balance of $450. How would you like to handle that today?",0
I can make a payment over the phone right now.,0
Perfect! I can guide you through the payment process. Do you have your payment method ready?,0
"Yes, I have my credit card here.",0
"Alright, please provide the card number when you're ready.",0
It's 4111 1111 1111 1111.,0
Thank you. I will process that payment now. You'll receive a confirmation shortly.,0
Thank you for your help.,0
You're welcome! Have a great day!,0
"Hello, this is Mark from XYZ Collections, may I speak with Sarah Johnson?",0
"Uh, I think you have the wrong number. This is Jason.",0
"I apologize for the mix-up, but I need to discuss an outstanding balance on the account with American Airlines.",0
I really don't know anything about that. I don't even know a Sarah Johnson.,0
I appreciate your patience. Let me take note of this error.,0
"No problem, just make sure to update your records.",0
"Absolutely, I'll make sure this number is removed. Thank you for your understanding.",0
You're welcome. Have a good day.,0
"You too, take care!",0
"Hello, this is Mark from XYZ Collections. How are you today?",0
"I'm doing well, thanks. What's this about?",0
I'm reaching out regarding your account. Can you please verify your address for me?,0
"Sure, it's 123 Maple Street.",0
Thank you. And could you confirm your date of birth as well?,0
"It's June 15, 1985.",0
"Great, thank you for verifying that information. You currently have an outstanding balance of $250.",0
"I understand, but I need some time to gather the funds.",0
I appreciate that. When do you think you can make the payment?,0
I can make a partial payment of $100 next week.,0
That sounds reasonable. Can I confirm a date for you to make that payment?,0
How about next Friday?,0
Next Friday works for me. Thank you for your cooperation.,0
Thank you for understanding.,0
"Hello, this is Sarah from XYZ Collections. Am I speaking with Mr. Johnson?",0
"Yes, this is he. What's this about?",0
